# scannet_det_train_32frames_bi1.json	118184 rows	model=Qwen/Qwen3-VL-4B-Instruct
# scene	n_boxes	input_ids
scene0124_01	13	14074
scene0124_01	13	14070
scene0124_01	13	14062
scene0124_01	13	14074
scene0124_01	13	14071
scene0124_01	13	14068
scene0124_01	14	14128
scene0124_01	14	14135
scene0124_01	15	14199
scene0124_01	16	14270
scene0124_01	16	14271
scene0124_01	16	14275
scene0124_01	16	14270
scene0124_01	16	14274
scene0124_01	15	14201
scene0124_01	16	14262
scene0124_01	15	14203
scene0124_01	15	14204
scene0124_01	15	14208
scene0124_01	15	14203
scene0124_01	15	14209
scene0124_01	14	14131
scene0124_01	14	14140
scene0124_01	14	14141
scene0124_01	14	14135
scene0124_01	14	14113
scene0124_01	14	14137
scene0124_01	15	14203
scene0124_01	15	14204
scene0124_01	15	14200
scene0124_01	13	14069
scene0124_01	13	14070
scene0124_01	12	14001
scene0124_01	12	14000
scene0124_01	12	14004
scene0124_01	12	13999
scene0124_01	12	14004
scene0124_01	12	14004
scene0124_01	12	13995
scene0124_01	11	13932
scene0124_01	10	13871
scene0124_01	10	13853
scene0124_01	12	14004
scene0124_01	12	14000
scene0124_01	13	14067
scene0124_01	13	14070
scene0124_01	13	14068
scene0124_01	13	14063
scene0124_01	14	14133
scene0124_01	15	14195
scene0124_01	16	14263
scene0124_01	16	14272
scene0604_00	30	15210
scene0604_00	32	15336
scene0604_00	33	15412
scene0604_00	34	15478
scene0604_00	35	15537
scene0604_00	38	15734
scene0604_00	37	15670
scene0604_00	37	15673
scene0604_00	36	15573
scene0604_00	37	15646
scene0604_00	37	15666
scene0604_00	36	15609
scene0604_00	36	15604
scene0604_00	36	15604
scene0604_00	36	15610
scene0604_00	37	15674
scene0604_00	36	15613
scene0604_00	37	15655
scene0604_00	37	15674
scene0604_00	36	15604
scene0604_00	36	15599
scene0604_00	36	15595
scene0604_00	37	15673
scene0604_00	37	15669
scene0604_00	36	15586
scene0604_00	37	15675
scene0604_00	38	15744
scene0604_00	39	15812
scene0604_00	38	15743
scene0604_00	39	15801
scene0604_00	40	15873
scene0604_00	39	15804
scene0604_00	40	15870
scene0604_00	40	15871
scene0604_00	40	15879
scene0604_00	40	15870
scene0604_00	40	15877
scene0604_00	37	15678
scene0604_00	37	15683
scene0604_00	36	15599
scene0604_00	38	15741
scene0604_00	39	15813
scene0604_00	39	15814
scene0604_00	36	15604
scene0604_00	34	15466
scene0604_00	34	15480
scene0604_00	34	15474
scene0604_00	33	15390
scene0604_00	33	15413
scene0604_00	33	15409
scene0604_00	33	15407
scene0604_00	30	15206
scene0604_00	29	15137
scene0604_00	29	15135
scene0604_00	31	15279
scene0604_00	31	15273
scene0604_00	33	15398
scene0604_00	34	15467
scene0604_00	34	15472
scene0604_00	33	15405
scene0604_00	33	15408
scene0604_00	34	15447
scene0604_00	33	15410
scene0604_00	34	15477
scene0604_00	33	15408
scene0604_00	30	15193
scene0604_00	29	15142
scene0604_00	28	15076
scene0604_00	27	15007
scene0604_00	26	14937
scene0604_00	25	14865
scene0604_00	24	14804
scene0604_00	28	15067
scene0604_00	28	15068
scene0604_00	29	15128
scene0604_00	30	15183
scene0604_00	30	15206
scene0604_00	30	15204
scene0604_00	33	15407
scene0604_00	31	15268
scene0604_00	31	15264
scene0604_00	31	15262
scene0604_00	32	15328
scene0604_00	32	15328
scene0604_00	32	15327
scene0604_00	32	15341
scene0604_00	32	15313
scene0604_00	32	15338
scene0604_00	32	15333
scene0604_00	32	15334
scene0604_00	31	15280
scene0604_00	29	15127
scene0604_00	27	14993
scene0604_00	27	14980
scene0604_00	27	15011
scene0604_00	27	15007
scene0604_00	27	15006
scene0604_00	27	15006
scene0604_00	27	14996
scene0604_00	24	14810
scene0604_00	22	14670
scene0604_00	23	14730
scene0604_00	23	14742
scene0604_00	27	15008
scene0604_00	29	15138
scene0604_00	29	15141
scene0604_00	29	15140
scene0604_00	30	15206
scene0604_01	22	14681
scene0604_01	22	14660
scene0604_01	23	14735
scene0604_01	22	14676
scene0604_01	22	14672
scene0604_01	23	14729
scene0604_01	23	14726
scene0604_01	22	14675
scene0604_01	21	14604
scene0604_01	23	14735
scene0604_01	23	14726
scene0604_01	23	14715
scene0604_01	24	14796
scene0604_01	26	14939
scene0604_01	27	14999
scene0604_01	27	15008
scene0604_01	27	14991
scene0604_01	27	15011
scene0604_01	27	15006
scene0604_01	25	14867
scene0604_01	25	14871
scene0604_01	25	14867
scene0604_01	25	14869
scene0604_01	26	14945
scene0604_01	26	14926
scene0604_01	26	14940
scene0604_01	26	14936
scene0604_01	27	15008
scene0604_01	27	15001
scene0604_01	27	15012
scene0604_01	27	15011
scene0604_01	27	15001
scene0604_01	27	14991
scene0604_01	27	14984
scene0604_01	27	15011
scene0604_01	27	15009
scene0604_01	27	15006
scene0604_01	27	14999
scene0604_01	27	14997
scene0604_01	27	15010
scene0604_01	27	14996
scene0604_01	27	14998
scene0604_01	27	15002
scene0604_01	27	14978
scene0604_01	27	15001
scene0604_01	27	15004
scene0604_01	27	14990
scene0604_01	25	14873
scene0604_01	21	14591
scene0604_01	21	14607
scene0604_01	20	14538
scene0604_01	19	14472
scene0604_01	18	14405
scene0604_01	17	14337
scene0604_01	16	14269
scene0604_01	15	14207
scene0604_01	15	14203
scene0604_01	15	14198
scene0604_01	15	14206
scene0604_01	15	14205
scene0604_01	15	14207
scene0604_01	15	14203
scene0604_01	15	14200
scene0604_01	15	14201
scene0604_01	15	14203
scene0604_01	15	14211
scene0604_01	15	14192
scene0604_01	16	14279
scene0604_01	16	14277
scene0604_01	18	14401
scene0604_01	20	14533
scene0604_01	22	14668
scene0604_01	24	14798
scene0604_01	24	14812
scene0604_01	24	14812
scene0604_01	23	14732
scene0604_01	23	14737
scene0604_01	23	14740
scene0604_01	22	14671
scene0604_01	22	14664
scene0604_01	19	14474
scene0604_01	18	14404
scene0604_01	18	14399
scene0604_01	18	14406
scene0604_01	18	14396
scene0604_01	18	14404
scene0604_01	18	14401
scene0604_01	18	14406
scene0604_01	18	14403
scene0604_01	19	14471
scene0604_01	19	14472
scene0604_01	19	14456
scene0604_01	19	14464
scene0604_01	19	14470
scene0604_01	19	14471
scene0604_01	19	14469
scene0604_01	19	14466
scene0604_01	19	14471
scene0604_01	20	14538
scene0604_01	18	14399
scene0604_01	18	14390
scene0604_01	18	14393
scene0604_01	19	14472
scene0604_01	19	14459
scene0604_01	20	14540
scene0604_01	19	14476
scene0604_01	19	14471
scene0604_01	19	14475
scene0604_01	19	14471
scene0604_01	22	14669
scene0604_01	23	14738
scene0604_01	23	14740
scene0604_01	23	14737
scene0604_01	23	14737
scene0604_01	23	14744
scene0604_01	23	14722
scene0604_01	23	14741
scene0604_01	23	14742
scene0604_01	23	14721
scene0604_01	23	14734
scene0604_02	38	15739
scene0604_02	39	15794
scene0604_02	40	15877
scene0604_02	40	15871
scene0604_02	39	15806
scene0604_02	39	15777
scene0604_02	39	15786
scene0604_02	39	15773
scene0604_02	38	15736
scene0604_02	37	15668
scene0604_02	36	15597
scene0604_02	37	15663
scene0604_02	38	15716
scene0604_02	37	15681
scene0604_02	39	15799
scene0604_02	38	15742
scene0604_02	37	15656
scene0604_02	39	15804
scene0604_02	39	15797
scene0604_02	38	15731
scene0604_02	40	15836
scene0604_02	40	15846
scene0604_02	39	15761
scene0604_02	39	15788
scene0604_02	37	15668
scene0604_02	36	15592
scene0604_02	36	15585
scene0604_02	36	15606
scene0604_02	35	15535
scene0604_02	34	15468
scene0604_02	34	15464
scene0604_02	34	15470
scene0604_02	34	15473
scene0604_02	34	15472
scene0604_02	33	15402
scene0604_02	33	15408
scene0604_02	31	15267
scene0604_02	30	15190
scene0604_02	29	15140
scene0604_02	26	14938
scene0604_02	25	14870
scene0604_02	25	14870
scene0604_02	25	14856
scene0604_02	26	14912
scene0604_02	26	14930
scene0604_02	28	15047
scene0604_02	28	15053
scene0604_02	31	15253
scene0604_02	33	15398
scene0604_02	33	15405
scene0604_02	34	15466
scene0604_02	34	15448
scene0604_02	34	15457
scene0604_02	34	15470
scene0604_02	34	15457
scene0604_02	36	15601
scene0604_02	37	15670
scene0604_02	36	15604
scene0604_02	38	15736
scene0604_02	39	15812
scene0604_02	36	15606
scene0604_02	38	15718
scene0604_02	38	15738
scene0604_02	36	15600
scene0604_02	35	15539
scene0604_02	36	15595
scene0604_02	38	15735
scene0604_02	36	15593
scene0604_02	37	15659
scene0604_02	37	15675
scene0604_02	39	15794
scene0604_02	39	15782
scene0604_02	39	15781
scene0604_02	40	15853
scene0604_02	40	15868
scene0604_02	40	15868
scene0604_02	40	15853
scene0604_02	40	15831
scene0604_02	41	15909
scene0604_02	41	15940
scene0604_02	41	15937
scene0604_02	41	15925
scene0604_02	39	15797
scene0604_02	39	15788
scene0604_02	37	15666
scene0604_02	36	15596
scene0604_02	33	15409
scene0604_02	31	15249
scene0604_02	30	15208
scene0604_02	29	15122
scene0604_02	29	15126
scene0604_02	29	15141
scene0604_02	29	15138
scene0604_02	28	15072
scene0604_02	28	15050
scene0604_02	28	15059
scene0604_02	28	15060
scene0604_02	28	15072
scene0604_02	26	14919
scene0604_02	25	14866
scene0604_02	26	14939
scene0604_02	28	15070
scene0604_02	28	15069
scene0604_02	28	15058
scene0604_02	28	15063
scene0604_02	29	15143
scene0604_02	29	15120
scene0604_02	30	15210
scene0604_02	35	15525
scene0604_02	38	15712
scene0604_02	39	15805
scene0604_02	39	15779
scene0604_02	40	15845
scene0604_02	40	15863
scene0604_02	40	15853
scene0604_02	41	15901
scene0604_02	41	15924
scene0604_02	41	15926
scene0604_02	41	15927
scene0604_02	41	15938
scene0604_02	41	15937
scene0604_02	40	15873
scene0604_02	39	15788
scene0604_02	39	15787
scene0604_02	39	15806
scene0604_02	39	15808
scene0604_02	39	15782
scene0604_02	37	15658
scene0604_02	37	15671
scene0604_02	37	15663
scene0604_02	36	15591
scene0604_02	35	15529
scene0604_02	32	15337
scene0604_02	30	15184
scene0604_02	30	15199
scene0604_02	34	15477
scene0604_02	35	15527
scene0604_02	37	15678
scene0604_02	39	15799
scene0604_02	40	15850
scene0604_02	40	15843
scene0507_00	22	14658
scene0507_00	22	14661
scene0507_00	22	14667
scene0507_00	22	14677
scene0507_00	22	14670
scene0507_00	22	14674
scene0507_00	22	14675
scene0507_00	22	14673
scene0507_00	22	14659
scene0507_00	22	14674
scene0507_00	21	14612
scene0507_00	21	14605
scene0507_00	22	14670
scene0507_00	22	14663
scene0507_00	22	14665
scene0507_00	22	14671
scene0507_00	22	14659
scene0507_00	22	14674
scene0507_00	22	14675
scene0507_00	22	14677
scene0507_00	22	14662
scene0507_00	22	14661
scene0507_00	22	14664
scene0507_00	22	14657
scene0507_00	22	14660
scene0507_00	22	14676
scene0507_00	22	14674
scene0507_00	22	14662
scene0507_00	22	14659
scene0507_00	22	14676
scene0507_00	22	14658
scene0507_00	22	14670
scene0507_00	22	14671
scene0507_00	22	14674
scene0507_00	22	14675
scene0507_00	22	14660
scene0507_00	22	14673
scene0507_00	22	14671
scene0507_00	22	14677
scene0507_00	22	14670
scene0507_00	22	14673
scene0507_00	22	14675
scene0507_00	21	14608
scene0507_00	20	14526
scene0507_00	20	14542
scene0507_00	19	14477
scene0507_00	19	14462
scene0507_00	19	14474
scene0507_00	19	14479
scene0507_00	19	14475
scene0507_00	19	14462
scene0507_00	20	14544
scene0507_00	20	14529
scene0507_00	22	14675
scene0507_00	22	14672
scene0507_00	22	14658
scene0507_00	22	14673
scene0507_00	22	14674
scene0507_00	22	14657
scene0507_00	22	14673
scene0507_00	22	14677
scene0507_00	22	14663
scene0507_00	22	14679
scene0507_00	22	14677
scene0507_00	22	14675
scene0507_00	22	14643
scene0507_00	22	14674
scene0507_00	22	14677
scene0507_00	22	14677
scene0507_00	22	14675
scene0507_00	22	14662
scene0507_00	22	14674
scene0507_00	22	14674
scene0507_00	22	14671
scene0507_00	22	14656
scene0507_00	22	14658
scene0507_00	22	14639
scene0507_00	22	14674
scene0507_00	22	14677
scene0507_00	22	14679
scene0507_00	22	14673
scene0507_00	22	14673
scene0507_00	22	14652
scene0507_00	22	14653
scene0507_00	22	14679
scene0507_00	22	14677
scene0507_00	22	14640
scene0507_00	22	14660
scene0507_00	22	14671
scene0507_00	22	14673
scene0105_00	10	13877
scene0105_00	10	13879
scene0105_00	10	13879
scene0105_00	10	13879
scene0105_00	10	13877
scene0105_00	10	13877
scene0105_00	10	13874
scene0105_00	10	13869
scene0105_00	10	13875
scene0105_00	10	13879
scene0105_00	10	13876
scene0105_00	9	13803
scene0105_00	8	13731
scene0105_00	8	13735
scene0105_00	8	13745
scene0105_00	7	13674
scene0105_00	6	13610
scene0105_00	6	13607
scene0105_00	7	13672
scene0105_00	7	13675
scene0105_00	7	13677
scene0105_00	7	13672
scene0105_00	8	13742
scene0105_00	8	13736
scene0105_00	9	13809
scene0105_00	9	13807
scene0105_00	10	13876
scene0105_00	10	13873
scene0105_00	10	13873
scene0105_00	10	13864
scene0105_00	10	13875
scene0105_00	10	13876
scene0105_00	10	13875
scene0105_00	9	13806
scene0105_00	9	13803
scene0105_00	9	13805
scene0105_00	9	13811
scene0105_00	9	13805
scene0105_00	9	13806
scene0105_00	9	13802
scene0105_00	9	13809
scene0105_00	9	13807
scene0105_00	9	13805
scene0105_00	9	13805
scene0105_00	9	13809
scene0105_00	9	13806
scene0105_00	9	13809
scene0105_00	9	13808
scene0105_00	9	13806
scene0105_00	9	13808
scene0105_00	9	13806
scene0105_00	9	13805
scene0105_00	9	13801
scene0105_00	8	13736
scene0105_00	8	13742
scene0105_00	8	13736
scene0105_00	7	13673
scene0105_00	7	13671
scene0105_00	6	13602
scene0105_00	6	13603
scene0105_00	10	13875
scene0105_00	10	13875
scene0105_00	10	13867
scene0105_01	11	13946
scene0105_01	11	13945
scene0105_01	11	13945
scene0105_01	11	13948
scene0105_01	10	13873
scene0105_01	10	13869
scene0105_01	10	13880
scene0105_01	10	13877
scene0105_01	10	13876
scene0105_01	10	13877
scene0105_01	10	13872
scene0105_01	10	13875
scene0105_01	10	13869
scene0105_01	10	13879
scene0105_01	10	13875
scene0105_01	9	13809
scene0105_01	9	13812
scene0105_01	9	13806
scene0105_01	13	14077
scene0105_01	13	14069
scene0105_01	13	14080
scene0105_01	14	14142
scene0105_01	14	14139
scene0105_01	14	14142
scene0105_01	14	14142
scene0105_01	14	14141
scene0105_01	14	14147
scene0105_01	13	14066
scene0105_01	13	14078
scene0105_01	12	14005
scene0105_01	11	13940
scene0105_01	11	13942
scene0105_01	11	13937
scene0105_01	11	13939
scene0105_01	9	13806
scene0105_01	9	13804
scene0105_01	9	13803
scene0105_01	9	13805
scene0105_01	9	13800
scene0105_01	10	13875
scene0105_01	11	13943
scene0105_01	11	13939
scene0105_01	11	13934
scene0105_01	11	13929
scene0105_01	11	13935
scene0105_01	11	13943
scene0105_01	11	13940
scene0105_01	11	13939
scene0105_01	11	13939
scene0105_01	11	13940
scene0105_01	9	13807
scene0105_01	9	13805
scene0105_01	9	13806
scene0105_01	9	13801
scene0105_01	9	13806
scene0105_01	9	13800
scene0105_01	9	13799
scene0105_01	9	13805
scene0105_01	9	13807
scene0105_01	9	13803
scene0105_01	10	13873
scene0105_01	10	13873
scene0105_01	10	13870
scene0105_01	10	13874
scene0105_01	10	13870
scene0105_01	11	13942
scene0105_01	11	13941
scene0105_01	11	13943
scene0105_01	11	13926
scene0105_01	7	13673
scene0105_01	8	13735
scene0105_01	8	13742
scene0105_01	8	13739
scene0105_01	8	13732
scene0105_01	8	13740
scene0105_01	8	13740
scene0105_01	10	13872
scene0105_01	12	14012
scene0105_01	12	14012
scene0105_01	12	14012
scene0105_01	12	14011
scene0105_01	12	14007
scene0105_02	6	13605
scene0105_02	6	13608
scene0105_02	6	13607
scene0105_02	6	13608
scene0105_02	6	13605
scene0105_02	6	13609
scene0105_02	5	13538
scene0105_02	5	13531
scene0105_02	5	13533
scene0105_02	5	13536
scene0105_02	5	13541
scene0105_02	5	13539
scene0105_02	5	13538
scene0105_02	5	13538
scene0105_02	5	13539
scene0105_02	5	13540
scene0105_02	5	13539
scene0105_02	5	13537
scene0105_02	5	13540
scene0105_02	5	13536
scene0105_02	6	13605
scene0105_02	7	13672
scene0105_02	8	13743
scene0105_02	8	13743
scene0105_02	8	13743
scene0105_02	8	13743
scene0105_02	10	13878
scene0105_02	9	13813
scene0105_02	9	13810
scene0105_02	9	13812
scene0105_02	9	13810
scene0105_02	9	13806
scene0105_02	9	13804
scene0105_02	9	13810
scene0105_02	9	13814
scene0105_02	9	13804
scene0105_02	9	13802
scene0105_02	9	13810
scene0105_02	9	13811
scene0105_02	9	13804
scene0105_02	9	13810
scene0105_02	9	13810
scene0105_02	9	13812
scene0105_02	9	13810
scene0105_02	8	13735
scene0105_02	8	13740
scene0105_02	8	13746
scene0105_02	8	13741
scene0105_02	8	13742
scene0105_02	8	13745
scene0105_02	8	13745
scene0105_02	8	13747
scene0105_02	8	13744
scene0105_02	8	13746
scene0105_02	9	13809
scene0105_02	9	13812
scene0105_02	9	13811
scene0105_02	9	13804
scene0105_02	9	13805
scene0105_02	9	13808
scene0105_02	9	13809
scene0105_02	9	13811
scene0105_02	9	13812
scene0105_02	9	13807
scene0105_02	9	13813
scene0105_02	9	13813
scene0105_02	9	13810
scene0105_02	9	13813
scene0105_02	9	13812
scene0105_02	9	13813
scene0311_00	14	14134
scene0311_00	14	14138
scene0311_00	13	14066
scene0311_00	13	14066
scene0311_00	13	14074
scene0311_00	13	14060
scene0311_00	13	14072
scene0311_00	12	13989
scene0311_00	12	13996
scene0311_00	12	13998
scene0311_00	12	14002
scene0311_00	12	14000
scene0311_00	12	14004
scene0311_00	12	14006
scene0311_00	12	14004
scene0311_00	12	14007
scene0311_00	12	14003
scene0311_00	12	14003
scene0311_00	12	14003
scene0311_00	12	14007
scene0311_00	12	14006
scene0311_00	12	13992
scene0311_00	12	14008
scene0311_00	11	13939
scene0311_00	11	13928
scene0311_00	11	13927
scene0311_00	11	13936
scene0311_00	11	13938
scene0311_00	11	13926
scene0311_00	11	13935
scene0311_00	11	13933
scene0311_00	11	13939
scene0311_00	11	13936
scene0311_00	11	13938
scene0311_00	11	13938
scene0311_00	11	13930
scene0311_00	12	13993
scene0311_00	10	13868
scene0311_00	10	13871
scene0311_00	11	13940
scene0311_00	12	13992
scene0311_00	13	14067
scene0311_00	19	14461
scene0311_00	22	14652
scene0311_00	22	14661
scene0311_00	24	14795
scene0311_00	30	15202
scene0311_00	32	15331
scene0311_00	35	15537
scene0311_00	35	15542
scene0311_00	36	15603
scene0311_00	37	15626
scene0311_00	39	15803
scene0311_00	41	15935
scene0311_00	41	15909
scene0311_00	41	15933
scene0311_00	43	16074
scene0311_00	44	16099
scene0311_00	47	16340
scene0311_00	52	16672
scene0311_00	53	16733
scene0311_00	53	16743
scene0311_00	52	16659
scene0311_00	52	16670
scene0311_00	52	16623
scene0311_00	52	16670
scene0311_00	52	16670
scene0311_00	53	16726
scene0311_00	53	16738
scene0311_00	53	16690
scene0311_00	53	16744
scene0311_00	53	16737
scene0311_00	52	16624
scene0311_00	51	16604
scene0311_00	52	16663
scene0311_00	48	16401
scene0311_00	48	16355
scene0311_00	48	16401
scene0311_00	48	16399
scene0311_00	49	16462
scene0311_00	49	16466
scene0311_00	50	16529
scene0311_00	50	16529
scene0311_00	52	16616
scene0311_00	52	16665
scene0311_00	52	16667
scene0311_00	53	16692
scene0311_00	53	16688
scene0311_00	53	16732
scene0311_00	53	16728
scene0311_00	54	16798
scene0311_00	53	16732
scene0311_00	53	16731
scene0311_00	48	16396
scene0140_00	11	13933
scene0140_00	11	13936
scene0140_00	11	13930
scene0140_00	12	14003
scene0140_00	12	13997
scene0140_00	12	14001
scene0140_00	12	13998
scene0140_00	12	13991
scene0140_00	10	13863
scene0140_00	10	13864
scene0140_00	10	13870
scene0140_00	10	13862
scene0140_00	10	13866
scene0140_00	8	13732
scene0140_00	8	13725
scene0140_00	8	13733
scene0140_00	8	13734
scene0140_00	8	13731
scene0140_00	8	13737
scene0140_00	11	13935
scene0140_00	11	13933
scene0140_00	11	13932
scene0140_00	11	13930
scene0140_00	11	13932
scene0140_00	13	14055
scene0140_00	12	13994
scene0140_00	12	14005
scene0140_00	11	13934
scene0140_00	11	13935
scene0140_00	11	13939
scene0140_00	11	13935
scene0140_00	11	13930
scene0140_00	11	13928
scene0140_00	11	13936
scene0140_00	11	13932
scene0140_00	11	13936
scene0140_00	10	13866
scene0140_00	10	13872
scene0140_00	10	13863
scene0140_00	12	14000
scene0140_00	12	13998
scene0140_00	13	14061
scene0140_00	13	14066
scene0140_00	14	14134
scene0140_00	14	14136
scene0140_00	15	14192
scene0140_00	15	14201
scene0140_00	15	14201
scene0140_00	15	14189
scene0140_00	15	14197
scene0140_00	15	14194
scene0140_00	17	14328
scene0140_00	17	14323
scene0140_00	16	14258
scene0140_00	18	14394
scene0140_00	19	14465
scene0140_00	19	14462
scene0140_00	21	14598
scene0140_00	21	14599
scene0140_00	21	14598
scene0140_00	21	14597
scene0140_00	21	14592
scene0140_00	21	14598
scene0140_00	21	14595
scene0140_00	21	14594
scene0140_00	21	14598
scene0140_00	21	14597
scene0140_00	22	14667
scene0140_00	22	14656
scene0140_00	22	14661
scene0140_00	22	14662
scene0140_00	23	14726
scene0140_00	22	14664
scene0140_00	22	14653
scene0140_00	22	14654
scene0140_00	22	14659
scene0140_00	22	14661
scene0140_00	22	14656
scene0140_00	21	14591
scene0140_00	21	14595
scene0140_00	23	14723
scene0140_00	23	14723
scene0140_00	23	14728
scene0140_00	23	14720
scene0140_00	23	14725
scene0140_00	22	14655
scene0140_00	22	14664
scene0140_00	22	14655
scene0140_00	22	14648
scene0140_00	22	14660
scene0140_00	22	14663
scene0140_00	22	14651
scene0140_00	22	14662
scene0140_00	22	14657
scene0140_00	22	14667
scene0140_00	22	14665
scene0140_00	22	14659
scene0140_00	22	14658
scene0140_00	20	14536
scene0140_00	20	14527
scene0140_00	20	14528
scene0140_00	19	14453
scene0140_00	19	14447
scene0140_00	19	14462
scene0140_00	19	14466
scene0140_00	19	14467
scene0140_00	19	14456
scene0140_00	19	14459
scene0140_00	19	14466
scene0140_00	19	14464
scene0140_00	19	14464
scene0140_00	19	14473
scene0140_00	19	14466
scene0140_00	19	14461
scene0140_00	18	14403
scene0140_00	18	14396
scene0140_00	18	14396
scene0140_00	21	14589
scene0140_00	23	14733
scene0140_00	22	14658
scene0140_00	22	14658
scene0140_00	23	14725
scene0140_00	23	14728
scene0140_00	23	14719
scene0140_00	23	14722
scene0140_00	27	14982
scene0140_00	30	15185
scene0140_00	30	15184
scene0140_00	30	15184
scene0140_00	31	15265
scene0140_00	31	15227
scene0140_00	30	15177
scene0140_00	29	15125
scene0140_00	29	15127
scene0140_00	29	15117
scene0140_00	30	15194
scene0140_00	30	15193
scene0140_00	30	15195
scene0140_00	30	15199
scene0140_00	30	15152
scene0140_00	30	15193
scene0140_00	28	15060
scene0140_00	28	15040
scene0140_00	28	15062
scene0140_00	28	15063
scene0140_00	28	15068
scene0140_00	26	14931
scene0140_00	26	14916
scene0140_00	25	14861
scene0140_00	24	14771
scene0140_00	23	14733
scene0140_00	23	14727
scene0140_00	22	14656
scene0140_00	22	14663
scene0140_00	22	14644
scene0140_00	22	14660
scene0140_00	22	14654
scene0140_00	22	14666
scene0140_00	22	14665
scene0140_00	22	14666
scene0140_00	22	14658
scene0140_00	22	14661
scene0140_00	22	14656
scene0140_00	22	14666
scene0140_00	22	14664
scene0140_00	22	14663
scene0140_00	21	14598
scene0140_00	19	14437
scene0140_00	18	14400
scene0140_00	17	14329
scene0140_00	16	14263
scene0140_00	16	14254
scene0140_00	16	14263
scene0140_00	16	14267
scene0140_00	16	14265
scene0140_00	15	14192
scene0140_00	15	14195
scene0140_00	15	14194
scene0140_00	15	14193
scene0140_00	15	14199
scene0140_00	15	14196
scene0140_00	15	14194
scene0140_00	14	14134
scene0140_00	14	14133
scene0140_00	14	14132
scene0140_00	14	14128
scene0140_00	14	14130
scene0140_00	14	14127
scene0140_00	14	14131
scene0140_00	14	14130
scene0140_00	14	14133
scene0140_00	14	14126
scene0140_00	14	14129
scene0140_00	14	14125
scene0140_00	15	14201
scene0140_00	15	14182
scene0140_00	15	14192
scene0140_00	16	14257
scene0140_00	16	14257
scene0140_00	15	14195
scene0140_00	15	14194
scene0140_00	13	14069
scene0140_00	13	14063
scene0140_00	13	14059
scene0140_00	13	14060
scene0140_00	13	14070
scene0140_00	13	14069
scene0140_00	14	14136
scene0140_00	16	14261
scene0140_00	16	14265
scene0140_00	16	14267
scene0140_00	16	14262
scene0140_00	17	14334
scene0140_00	17	14335
scene0140_00	16	14265
scene0140_00	18	14387
scene0140_00	18	14395
scene0140_00	22	14658
scene0140_00	25	14854
scene0140_00	25	14850
scene0140_00	26	14920
scene0140_00	26	14918
scene0140_00	28	15053
scene0140_00	30	15187
scene0140_00	33	15384
scene0140_00	33	15381
scene0140_00	33	15381
scene0140_00	40	15855
scene0140_00	40	15857
scene0140_00	42	15985
scene0140_00	42	15995
scene0140_00	42	15978
scene0140_00	42	15992
scene0140_00	42	15985
scene0140_00	42	15980
scene0140_00	42	15983
scene0140_00	42	15987
scene0140_00	42	15965
scene0140_00	41	15913
scene0140_00	41	15932
scene0140_00	41	15917
scene0140_00	41	15917
scene0140_00	41	15926
scene0140_00	41	15918
scene0140_00	41	15923
scene0140_00	41	15927
scene0140_00	39	15789
scene0140_00	39	15780
scene0140_00	38	15730
scene0140_00	38	15724
scene0140_00	38	15725
scene0140_00	37	15661
scene0140_00	37	15663
scene0140_00	36	15593
scene0140_00	35	15529
scene0140_00	32	15323
scene0140_00	31	15255
scene0140_00	31	15254
scene0140_00	31	15269
scene0140_00	31	15269
scene0140_00	31	15267
scene0140_00	31	15259
scene0140_00	31	15258
scene0140_00	31	15258
scene0140_00	31	15236
scene0140_00	30	15196
scene0140_00	29	15132
scene0140_00	27	14998
scene0140_00	27	14986
scene0140_00	27	14993
scene0140_00	27	14994
scene0140_00	27	15004
scene0140_00	27	14998
scene0140_00	27	14993
scene0140_00	27	15000
scene0140_00	24	14796
scene0140_00	24	14793
scene0140_00	24	14803
scene0140_00	24	14788
scene0140_00	24	14797
scene0140_00	24	14789
scene0140_00	24	14801
scene0140_00	24	14791
scene0140_00	24	14801
scene0140_00	24	14793
scene0140_00	23	14723
scene0140_00	19	14463
scene0140_00	21	14599
scene0140_00	21	14596
scene0140_00	21	14603
scene0140_00	20	14530
scene0140_00	20	14523
scene0140_00	21	14598
scene0140_00	22	14666
scene0140_00	22	14660
scene0140_00	22	14661
scene0140_00	22	14648
scene0140_00	22	14656
scene0140_00	22	14668
scene0140_00	22	14666
scene0140_00	22	14663
scene0140_00	22	14658
scene0140_00	22	14661
scene0140_00	21	14597
scene0140_00	19	14469
scene0140_00	17	14330
scene0140_00	17	14331
scene0140_00	17	14331
scene0140_00	17	14324
scene0140_00	17	14335
scene0140_00	17	14335
scene0140_00	17	14332
scene0140_00	17	14334
scene0140_00	17	14331
scene0140_00	17	14329
scene0140_00	17	14331
scene0140_00	19	14463
scene0140_00	21	14586
scene0140_00	25	14860
scene0140_00	26	14926
scene0140_00	26	14927
scene0140_00	25	14855
scene0140_00	25	14852
scene0140_00	25	14855
scene0140_00	25	14862
scene0140_00	25	14859
scene0140_00	25	14859
scene0140_00	25	14868
scene0140_00	24	14792
scene0140_00	24	14798
scene0140_00	24	14798
scene0140_00	23	14729
scene0140_00	23	14721
scene0140_00	23	14726
scene0140_00	23	14727
scene0140_00	24	14799
scene0140_00	25	14861
scene0140_00	26	14924
scene0140_00	29	15128
scene0140_00	29	15118
scene0140_00	29	15125
